productname,size,newprice,oldprice,link
Veganz Muffins Chocolate Chip vegan 150g,150g,"1,99",0,https://www.goflink.com//de-DE/shop/product/veganz-muffins-chocolate-chip-vegan-150g-11017356/
Veganz Muffins Double Choc vegan 150g,150g,"1,99",0,https://www.goflink.com//de-DE/shop/product/veganz-muffins-double-choc-vegan-150g-11017354/
Veganz Wafer Bio Choc Bar Hazel 30g,30g,"1,59",0,https://www.goflink.com//de-DE/shop/product/veganz-wafer-bio-choc-bar-hazel-30g-11017591/
Veggie Crumbz Cauliflower Panade 200g,200g,"3,99",0,https://www.goflink.com//de-DE/shop/product/veggie-crumbz-cauliflower-panade-200g-11015758/
Veggie Crumbz Gemüsliriegel Red Beet 30 g,g,"1,99",0,https://www.goflink.com//de-DE/shop/product/veggie-crumbz-gemusliriegel-red-beet-30-g-11015759/
Veggie Crumbz Orange Carrot Panade 200g,200g,"3,99",0,https://www.goflink.com//de-DE/shop/product/veggie-crumbz-orange-carrot-panade-200g-11015757/
Veggie Crumbz Red Beet Panade 200g,200g,"3,99",0,https://www.goflink.com//de-DE/shop/product/veggie-crumbz-red-beet-panade-200g-11015756/
Vego Haselnuss-Schokoriegel 150g,150g,"1,11","3,69",https://www.goflink.com//de-DE/shop/product/vego-haselnuss-schokoriegel-150g-11015332/
hitschies Fruchtgummi Bunte Drachenzungen sauer vegan 125g,125g,"1,19",0,https://www.goflink.com//de-DE/shop/product/hitschler-fruchtgummi-bunte-drachenzungen-sauer-vegan-125g-11014634/
hitschies Fruchtgummi Spinnenbeine sauer vegan 125g,125g,"1,19",0,https://www.goflink.com//de-DE/shop/product/hitschler-fruchtgummi-spinnenbeine-sauer-vegan-125g-11014636/
nimm2 Soft 195g,195g,"1,99",0,https://www.goflink.com//de-DE/shop/product/nimm2-soft-195g-11015322/
nucao m!lk Bio Almond Sea Salt 40g,40g,"1,99",0,https://www.goflink.com//de-DE/shop/product/nucao-m-lk-bio-almond-sea-salt-40g-11016340/
nucao m!lk Bio White Crunchy Nougat 40g,40g,"1,99",0,https://www.goflink.com//de-DE/shop/product/nucao-m-lk-bio-white-crunchy-nougat-40g-11016339/
nucao m!lk Crisp & Crunch 40g,40g,"1,99",0,https://www.goflink.com//de-DE/shop/product/nucao-m-lk-crisp-and-crunch-40g-11013617/
raccoon Bio Protein Choc Gingerbread Vegan 40g,40g,"1,99",0,https://www.goflink.com//de-DE/shop/product/raccoon-bio-protein-choc-gingerbread-40g-11015261/
raccoon Bio Protein Choc Red Berries Vegan 40g,40g,"1,39","1,99",https://www.goflink.com//de-DE/shop/product/raccoon-bio-protein-choc-red-berries-40g-11015259/
raccoon Bio Protein Choc Salty Peanut Vegan 40g,40g,"1,39","1,99",https://www.goflink.com//de-DE/shop/product/raccoon-bio-protein-choc-salty-peanut-40g-11015260/
Ben & Jerry's Sundae Vegan Berry Revolutionary 427ml,427ml,"6,49",0,https://www.goflink.com//de-DE/shop/product/ben-and-jerrys-sundae-vegan-berry-revolutionary-427ml-11016714/
Ben & Jerry's Vegan Cookies on Cookie Dough 465ml,465ml,"6,49",0,https://www.goflink.com//de-DE/shop/product/ben-and-jerrys-eis-cookies-on-cookie-dough-vegan-465ml-11013111/
Black Forest Bio Ice Cream Schokolade 100ml,100ml,"2,07","2,59",https://www.goflink.com//de-DE/shop/product/black-forest-bio-ice-cream-schokolade-vegan-100ml-11017727/
Black Forest Ice Cream Bio Haselnuss vegan 450ml,450ml,"4,79","5,99",https://www.goflink.com//de-DE/shop/product/black-forest-ice-cream-bio-haselnuss-vegan-450ml-11016305/
Black Forest Ice Cream Bio Himbeere & Fichte vegan 450ml,450ml,"4,79","5,99",https://www.goflink.com//de-DE/shop/product/black-forest-ice-cream-bio-himbeere-and-fichte-vegan-450ml-11016306/
Breyers Vegan Caramel & Pecan 465ml,465ml,"5,19","6,49",https://www.goflink.com//de-DE/shop/product/breyers-caramel-and-pecan-vegan-465ml-11015008/
