productname;newprice;oldprice;link
Lauffener Katzenbeisser Rotwein Samtrot Spätlese lieblich 0,75l;4,99;0;https://www.goflink.com//de-DE/shop/product/lauffener-katzenbeisser-rotwein-samtrot-spatlese-lieblich-0-75l-11017144/
Lauffener Lesestoff Rotwein Cuvée QbA trocken 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/lauffener-lesestoff-rotwein-cuvee-qba-trocken-0-75l-11017146/
Le Jaja de Jau Merlot Languedoc Pays d´Oc IGP. 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/le-jaja-de-jau-merlot-languedoc-pays-d-oc-igp-0-75l-11017819/
Le Jaja de Jau Syrah Languedoc Pays d´Oc IGP. 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/le-jaja-de-jau-syrah-languedoc-pays-d-oc-igp-0-75l-11017804/
Les Dauphins Rouge Côtes du Rhone AOC. 0,75l;7,99;0;https://www.goflink.com//de-DE/shop/product/les-dauphins-rouge-cotes-du-rhone-aoc-0-75l-11017813/
M. Chapoutier Belleruche Côtes du Rhône 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/m-chapoutier-belleruche-cotes-du-rhone-0-75l-11011730/
MAN Skaapveld Shiraz WO. Coastal Region 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/man-skaapveld-shiraz-wo-coastal-region-0-75l-11017800/
Marchesi Antinori Santa Cristina Rosso IGT. 0,75l;8,99;0;https://www.goflink.com//de-DE/shop/product/marchesi-antinori-santa-cristina-rosso-igt-0-75l-11017811/
Maximo Tinto La Mancha DO. 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/maximo-tinto-la-mancha-do-0-75l-11017810/
Montes Kaiken Estate Malbec Mendoza 0,75l;8,99;0;https://www.goflink.com//de-DE/shop/product/montes-kaiken-estate-malbec-mendoza-0-75l-11017798/
Montes Reserva Cabernet Sauvignon Chile 0,75l;8,99;0;https://www.goflink.com//de-DE/shop/product/montes-reserva-cabernet-sauvignon-chile-0-75-11017812/
Oliver Zeter Petz Cuvée Rot Pfalz QbA. 0,75l;10,99;0;https://www.goflink.com//de-DE/shop/product/oliver-zeter-petz-cuvee-rot-pfalz-qba-0-75l-11016745/
Penfolds Koonunga Hill Shiraz Cabernet South Australia 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/penfolds-koonunga-hill-shiraz-cabernet-south-australia-0-75l-11017799/
Roccaperciata Nero d'Avola - Syrah DOC Sicilia 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/roccaperciata-nero-davola-syrah-doc-sicilia-11017806/
San Valentin Tinto Torres 0,75l;4,49;7,49;https://www.goflink.com//de-DE/shop/product/san-valentin-tinto-torres-0-75l-11016013/
Sangre de Toro Original D.O. Catalunya 0,75l;3,74;7,49;https://www.goflink.com//de-DE/shop/product/sangre-de-toro-original-0-75l-11015498/
Sartori di Verona  Regolo DOC Valpolicella Superiore Ripasso 0,75l;13,99;0;https://www.goflink.com//de-DE/shop/product/sartori-di-verona-regolo-doc-valpolicella-superiore-ripasso-0-75l-11017010/
Sella & Mosca Cannonau di Sardegna 0,75l;3,99;0;https://www.goflink.com//de-DE/shop/product/sella-and-mosca-cannonau-di-sardegna-0-75l-11012535/
Varvaglione Papale Primitivo di Manduria DOP. 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/varvaglione-papale-primitivo-di-manduria-dop-0-75l-11016678/
Villa Antinori Rosso Toscana IGT 0,75l;16,99;0;https://www.goflink.com//de-DE/shop/product/villa-antinori-rosso-toscana-igt-11011528/
Villa Maria Earthgarden Organic BIO Pinot Noir Marlborough 0,75l;9,49;18,99;https://www.goflink.com//de-DE/shop/product/villa-maria-earthgarden-pinot-noir-marlborough-0-75l-11015575/
Wachtenburger Winzer Wachenheimer Dornfelder trocken QbA. Pfalz 1,0l;5,29;0;https://www.goflink.com//de-DE/shop/product/wachtenburger-winzer-wachenheimer-dornfelder-trocken-qba-pfalz-1-0l-11017034/
Weingut Diehl Lemberger trocken QbA Ortswein 0,75l;7,49;0;https://www.goflink.com//de-DE/shop/product/weingut-diehl-lemberger-trocken-qba-ortswein-0-75l-11017112/
Weingut Diehl Spätburgunder QbA Ortswein 0,75l;7,49;0;https://www.goflink.com//de-DE/shop/product/weingut-diehl-spatburgunder-qba-ortswein-0-75l-11017111/
Weingut Markus Schneider Black Print Cuvée Rot QbA. Pfalz 0,75l;14,90;0;https://www.goflink.com//de-DE/shop/product/weingut-markus-schneider-black-print-cuvee-rot-qba-pfalz-0-75l-11016021/
Weingut Markus Schneider Ursprung Cuvée Rot QbA. Pfalz 0,75l;9,49;0;https://www.goflink.com//de-DE/shop/product/schneider-ursprung-cuvee-rotwein-0-75l-11011295/
"Winzerhof Stahl Nachschlag ""Red Red"" Franken QbA. 0,75l";7,99;0;https://www.goflink.com//de-DE/shop/product/winzerhof-stahl-nachschlag-red-red-franken-qba-0-75l-11016711/
